Source,Site,Phase,Context,SiteCode,Specimen,Element,GLI,GLm,DI,Dm,Bd,GL,GD,GB,min.w.sh/midpoint w.shaft,max w.sh/th.shaft,Bp,DC,Td,BT,HTC,Dp,Dd,LA,SH,SB,MHP,MWP,DLS,Ld,SLC,GLP,BG,DPA,SDO,BPC,SD,GLpe,BFp,BFd,LG,LO,MBS
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14164,Humerus,,,,,24.30,,,,,,,,,21.30,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14165,Humerus,,,,,26.70,,,,,,,,,22.50,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14172,Humerus,,,,,25.50,,,,,,,,,22.80,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14179,Humerus,,,,,27.20,,,,,,,,,24.90,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14189,Phalanx2,,,,,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14203,Tibia,,,,,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14220,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.90,20.60,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14227,Phalanx1,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14240,Phalanx1,,,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14241,Phalanx2,,,,,8.10,,,,,,9.30,,,,,,,,,,,,,,,,,,,,7.90,21.60,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14248,Phalanx2,,,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14250,Phalanx2,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14259,Phalanx1,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14262,Phalanx2,,,,,7.40,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.20,21.30,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14279,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.00,22.50,,,,,,,,,,,,,5.30
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14286,Phalanx1,,,,,7.80,,,,,,8.70,,,,,,,,,,,,,,,,,,,,7.00,33.50,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14300,Astragalus,,24.40,14.30,14.20,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Early),5,,SHUB1_Early,14307,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,16.50,31.30,22.30,,,,,,,,26.40,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,14308,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,15.00,28.90,20.30,,,,,,,,24.00,,
Yeomans,Shubayqa 1 (Early),4,,SHUB1_Early,14333,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,27.90,20.50,,,,,,,,22.50,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15825,Phalanx1,,,,,9.10,,,,,,9.70,,,,,,,,,,,,,,,,,,,,8.50,41.70,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15827,Astragalus,,24.80,15.20,,16.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15833,Phalanx2,,,,,6.70,,,,,,8.10,,,,,,,,,,,,,,,,,,,,6.10,19.80,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15834,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.20,,,,,,,,,,,,,,5.00
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15865,Navicular-cuboid,,,,,,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15866,Phalanx1,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15867,Phalanx1,,,,,,,,,,,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15874,Phalanx2,,,,,,,,,,,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15918,Humerus,,,,,24.30,,,,,,,,,23.10,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15919,Phalanx2,,,,,7.20,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.00,19.80,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15928,Phalanx1,,,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15942,Humerus,,,,,25.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15956,Tibia,,,,,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15965,Phalanx1,,,,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,15992,Astragalus,26.00,24.20,14.30,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16039,Astragalus,25.70,23.90,13.70,13.80,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16044,Phalanx1,,,,,,,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16060,Navicular-cuboid,,,,,,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16061,Phalanx1,,,,,,,,,,,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16066,Phalanx2,,,,,7.20,,,,,,8.20,,,,,,,,,,,,,,,,,,,,6.70,20.50,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16073,Phalanx2,,,,,7.10,,,,,,8.00,,,,,,,,,,,,,,,,,,,,6.40,19.50,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16220,Phalanx2,,,,,,,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16232,Phalanx2,,,,,8.10,,,,,,9.00,,,,,,,,,,,,,,,,,,,,7.00,21.80,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16279,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.70,18.20,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16282,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.70,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16287,Phalanx2,,,,,7.70,,,,,,7.70,,,,,,,,,,,,,,,,,,,,6.10,20.20,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16293,Phalanx2,,,,,7.40,,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.70,20.50,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16324,Astragalus,,23.90,,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16325,Astragalus,26.60,25.00,14.50,14.50,14.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16328,Phalanx2,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16336,Phalanx2,,,,,,,,,,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16339,Phalanx2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16341,Phalanx2,,,,,6.80,,,,,,7.80,,,,,,,,,,,,,,,,,,,,6.50,19.40,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16392,Phalanx2,,,,,7.50,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.20,20.30,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16429,Phalanx1,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16436,Phalanx2,,,,,6.90,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.20,19.70,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16442,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16444,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.90,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16448,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.20,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16507,Phalanx2,,,,,7.00,,,,,,7.80,,,,,,,,,,,,,,,,,,,,6.00,21.60,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16534,Phalanx1,,,,,,,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16535,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.80,21.10,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16537,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.00,19.20,,,,,,,,,,,,,4.30
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16539,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.40,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16541,Phalanx2,,,,,6.90,,,,,,8.00,,,,,,,,,,,,,,,,,,,,6.00,19.70,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16565,Phalanx1,,,,,,,,,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16566,Phalanx2,,,,,,,,,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16567,Phalanx1,,,,,7.50,,,,,,8.90,,,,,,,,,,,,,,,,,,,,6.60,33.80,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16572,Phalanx2,,,,,6.90,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.10,20.40,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16575,Phalanx1,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16593,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.60,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16614,Phalanx2,,,,,,,,,,,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16646,Astragalus,,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16647,Astragalus,,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16655,Astragalus,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16657,Phalanx2,,,,,7.90,,,,,,8.70,,,,,,,,,,,,,,,,,,,,7.10,20.80,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16661,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.60,18.10,,,,,,,,,,,,,5.00
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16668,Phalanx2,,,,,,,,,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16712,Astragalus,,24.50,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16733,Phalanx2,,,,,,,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16735,Phalanx1,,,,,7.80,,,,,,9.10,,,,,,,,,,,,,,,,,,,,6.80,33.20,,,,,
Yeomans,Shubayqa 1 (Final),1,,SHUB1_Final,16825,Phalanx2,,,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,1,Phalanx1,,,,,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,36.20,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,2,Phalanx1,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,9,Phalanx1,,,,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,15,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.30,19.60,,,,,,,,,,,,,4.70
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,58,Phalanx1,,,,,,,,,,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,90,Phalanx1,,,,,8.20,,,,,,9.90,,,,,,,,,,,,,,,,,,,,6.80,40.20,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,111,Phalanx2,,,,,8.00,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.80,21.70,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,114,Phalanx2,,,,,7.10,,,,,,7.70,,,,,,,,,,,,,,,,,,,,5.70,20.60,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,115,Phalanx2,,,,,6.80,,,,,,7.60,,,,,,,,,,,,,,,,,,,,5.80,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,117,Phalanx2,,,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,120,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.20,19.80,,,,,,,,,,,,,4.60
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,132,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.70,20.70,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,171,Phalanx2,,,,,7.60,,,,,,8.50,,,,,,,,,,,,,,,,,,,,5.90,20.80,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,172,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.10,19.60,,,,,,,,,,,,,4.70
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,174,Metatarsal,,,,,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,177,Humerus,,,,,,,,,,,,,,23.70,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,183,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,185,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,221,Phalanx2,,,,,,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.80,19.80,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,265,Phalanx1,,,,,8.00,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.90,41.00,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,272,Phalanx1,,,,,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,274,Phalanx1,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,279,Phalanx2,,,,,7.70,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.60,20.40,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,280,Phalanx2,,,,,7.00,,,,,,8.30,,,,,,,,,,,,,,,,,,,,6.40,21.00,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,281,Phalanx2,,,,,7.90,,,,,,9.10,,,,,,,,,,,,,,,,,,,,6.40,21.40,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,284,Phalanx2,,,,,,,,,,,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,285,Phalanx2,,,,,,,,,,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,331,Phalanx1,,,,,,,,,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,334,Phalanx1,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,355,Astragalus,25.40,23.60,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,357,Phalanx1,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,366,Phalanx2,,,,,8.00,,,,,,9.00,,,,,,,,,,,,,,,,,,,,6.70,21.40,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,367,Phalanx2,,,,,6.90,,,,,,7.90,,,,,,,,,,,,,,,,,,,,6.00,19.60,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,368,Phalanx2,,,,,7.90,,,,,,8.10,,,,,,,,,,,,,,,,,,,,6.20,21.00,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,369,Phalanx2,,,,,,,,,,,8.10,,,,,,,,,,,,,,,,,,,,6.20,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,370,Phalanx2,,,,,7.40,,,,,,8.10,,,,,,,,,,,,,,,,,,,,6.10,20.30,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,371,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.80,19.30,,,,,,,,,,,,,4.30
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,393,Radius,,,,,22.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.50,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,396,Navicular-cuboid,,,,,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,398,Phalanx1,,,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,399,Phalanx1,,,,,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,418,Phalanx2,,,,,7.20,,,,,,8.10,,,,,,,,,,,,,,,,,,,,6.00,21.70,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,419,Phalanx2,,,,,7.60,,,,,,8.70,,,,,,,,,,,,,,,,,,,,6.10,20.70,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,420,Phalanx2,,,,,8.90,,,,,,9.30,,,,,,,,,,,,,,,,,,,,7.60,21.70,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,421,Phalanx2,,,,,7.80,,,,,,8.90,,,,,,,,,,,,,,,,,,,,7.10,21.50,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,422,Phalanx2,,,,,7.00,,,,,,8.60,,,,,,,,,,,,,,,,,,,,7.00,20.20,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,423,Phalanx2,,,,,7.40,,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.20,20.40,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,424,Phalanx2,,,,,7.30,,,,,,8.30,,,,,,,,,,,,,,,,,,,,5.70,21.40,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,425,Phalanx2,,,,,7.60,,,,,,7.80,,,,,,,,,,,,,,,,,,,,6.00,19.50,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,426,Phalanx2,,,,,,,,,,,8.50,,,,,,,,,,,,,,,,,,,,6.50,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,440,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.90,21.50,,,,,,,,,,,,,5.00
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,442,Metacarpal,,,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,468,Phalanx1,,,,,8.60,,,,,,9.10,,,,,,,,,,,,,,,,,,,,7.60,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,472,Phalanx1,,,,,,,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,474,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,485,Phalanx2,,,,,7.80,,,,,,7.60,,,,,,,,,,,,,,,,,,,,6.20,20.80,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,488,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.20,21.30,,,,,,,,,,,,,4.60
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,503,Scapula,,,,,,,,,,,,,,,,,,,,,,,,,,27.00,18.40,,,,,,,,22.00,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,506,Astragalus,,23.90,,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,533,Phalanx1,,,,,,,,,,,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,559,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,26.10,20.90,,,,,,,,,,,,,4.10
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,564,Phalanx1,,,,,8.40,,,,,,9.60,,,,,,,,,,,,,,,,,,,,7.30,41.90,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,566,Phalanx1,,,,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,567,Phalanx1,,,,,,,,,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,574,Phalanx2,,,,,7.50,,,,,,8.40,,,,,,,,,,,,,,,,,,,,6.10,20.30,,,,,
Yeomans,Shubayqa 1 (Late),3,,SHUB1_Late,575,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.20,19.80,,,,,,,,,,,,,4.90
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,598,Phalanx1,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,601,Phalanx1,,,,,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,620,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,25.10,,,,,,,,,,,,,,4.40
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,638,Phalanx2,,,,,7.60,,,,,,8.90,,,,,,,,,,,,,,,,,,,,6.90,21.60,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,648,Phalanx1,,,,,,,,,,,8.80,,,,,,,,,,,,,,,,,,,,6.40,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,649,Phalanx1,,,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,667,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,28.30,23.60,,,,,,,,,,,,,5.00
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,669,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,24.80,20.00,,,,,,,,,,,,,3.60
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,738,Phalanx1,,,,,9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,749,Astragalus,25.90,24.80,14.20,14.00,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,763,Tibia,,,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,781,Phalanx2,,,,,7.70,,,,,,8.60,,,,,,,,,,,,,,,,,,,,6.10,20.80,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,791,Phalanx2,,,,,6.80,,,,,,7.80,,,,,,,,,,,,,,,,,,,,5.90,19.30,,,,,
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,828,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,27.30,22.50,,,,,,,,,,,,,4.70
Yeomans,Shubayqa 1 (Late),2,,SHUB1_Late,829,Phalanx3,,,,,,,,,,,,,,,,,,,,,,,23.00,,,,,,,,,,,,,,4.80
